,ID,Title
399,CUUSA211SA0E,"Consumer Price Index for All Urban Consumers: Energy in Minneapolis-St.Paul-Bloomington, MN-WI (CBSA)"
400,CUUSA211SAD,"Consumer Price Index for All Urban Consumers: Durables in Minneapolis-St.Paul-Bloomington, MN-WI (CBSA)"
401,CUUSA211SEHC01,"Consumer Price Index for All Urban Consumers: Owners' equivalent rent of primary residence in Minneapolis-St.Paul-Bloomington, MN-WI (CBSA)"
402,SMU27334605552210001SA,"All Employees: Financial Activities: Depository Credit Intermediation including Monetary Authorities - Central Bank in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
403,SMU27334600500000011,"Average Weekly Earnings of All Employees: Total Private in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
405,SMU27334603133450001A,"All Employees: Durable Goods: Navigational, Measuring, Electromedical, and Control Instruments Manufacturing in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
407,CUUSA211SASL5,"Consumer Price Index for All Urban Consumers: Services less medical care services in Minneapolis-St.Paul-Bloomington, MN-WI (CBSA)"
408,CUUSA211SEHF,"Consumer Price Index for All Urban Consumers: Energy services in Minneapolis-St.Paul-Bloomington, MN-WI (CBSA)"
409,CUUSA211SAF11,"Consumer Price Index for All Urban Consumers: Food at home in Minneapolis-St.Paul-Bloomington, MN-WI (CBSA)"
410,MINN427INFO,"All Employees: Information in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
412,RPPSERVERENT33460,"Regional Price Parities: Services: Rents for Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
413,ENUC334640210,"Average Weekly Wages for Employees in State Government Establishments in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
414,CUUSA211SEHC,"Consumer Price Index for All Urban Consumers: Owners' equivalent rent of residences in Minneapolis-St.Paul-Bloomington, MN-WI (CBSA)"
415,CUUSA211SAH1,"Consumer Price Index for All Urban Consumers: Shelter in Minneapolis-St.Paul-Bloomington, MN-WI (CBSA)"
416,RPPGOOD33460,"Regional Price Parities: Goods for Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
417,SMU27334607072259001A,"All Employees: Leisure and Hospitality: Limited-Service Restaurants and Other Eating Places in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
418,LLSRMSP,"Loan Loss Reserve to Total Loans for Commercial Banks with Assets under $5B in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
419,SMU27334604200000001,"All Employees: Retail Trade in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
422,A02051US33460A398NNBR,"Value of Permits for New Buildings for Minneapolis, MN"
423,SMU27334604245200001,"All Employees: Retail Trade: General Merchandise Stores in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
424,RPPSERVEOTH33460,"Regional Price Parities: Services: Other for Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
425,CUUSA211SEHF01,"Consumer Price Index for All Urban Consumers: Electricity in Minneapolis-St.Paul-Bloomington, MN-WI (CBSA)"
426,SMU27334605553100001,"All Employees: Real Estate in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
427,CUUSA211SAM,"Consumer Price Index for All Urban Consumers: Medical care in Minneapolis-St.Paul-Bloomington, MN-WI (CBSA)"
428,ENUC334630010,"Total Quarterly Wages in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
430,SMU27334607072250001,"All Employees: Leisure and Hospitality: Restaurants and Other Eating Places in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
431,QGMP33460,"Total Quantity Indexes for Real GDP for Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
432,MINN427LEIHN,"All Employees: Leisure and Hospitality in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
434,SMU27334609092000001,"All Employees: State Government in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
436,SMU27334602023600001,"All Employees: Construction: Construction of Buildings in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
437,CUUSA211SAE,"Consumer Price Index for All Urban Consumers: Education and communication in Minneapolis-St.Paul-Bloomington, MN-WI (CBSA)"
438,SMU27334604244500001,"All Employees: Retail Trade: Food and Beverage Stores in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
439,SMU27334605552000001SA,"All Employees: Financial Activities: Finance and Insurance in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
440,MINN427NRMN,"All Employees: Mining, Logging, and Construction in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
441,SMU27334605051100001,"All Employees: Information: Publishing Industries (except Internet) in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
443,SMU27334607072200001SA,"All Employees: Food Services and Drinking Places in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
445,CUUSA211SASL2RS,"Consumer Price Index for All Urban Consumers: Services less rent of shelter in Minneapolis-St.Paul-Bloomington, MN-WI (CBSA)"
446,SMU27334609093000001,"All Employees: Local Government in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
447,SMU27334606000000001A,"All Employees: Professional and Business Services in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
448,CUUSA211SS47016,"Consumer Price Index for All Urban Consumers: Gasoline, unleaded premium in Minneapolis-St.Paul-Bloomington, MN-WI (CBSA)"
449,CUUSA211SAF1,"Consumer Price Index for All Urban Consumers: Food in Minneapolis-St.Paul-Bloomington, MN-WI (CBSA)"
450,SMU27334603000000008,"Average Hourly Earnings of Production Employees: Manufacturing in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
451,CUUSA211SA0L5,"Consumer Price Index for All Urban Consumers: All items less medical care in Minneapolis-St.Paul-Bloomington, MN-WI (CBSA)"
452,ENUC334640110,"Average Weekly Wages for Employees in Federal Government Establishments in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
453,SMU27334609092161101A,"All Employees: State Government Educational Services in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
454,SMU27334608081300001SA,"All Employees: Religious, Grantmaking, Civic, Professional, and Similar Organizations in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
455,SMU27334606056130001,"All Employees: Employment Services in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
456,SMU27334606562200001,"All Employees: Health Care: Hospitals in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
457,SMU27334603100000001A,"All Employees: Manufacturing: Durable Goods in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
458,SMU27334603133910001A,"All Employees: Durable Goods: Medical Equipment and Supplies Manufacturing in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
459,RPPALL33460,"Regional Price Parities: All Items for Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
460,SMU27334607072200008,"Average Hourly Earnings of Production Employees: Food Services and Drinking Places in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
461,SMU27334604200000008,"Average Hourly Earnings of Production Employees: Retail Trade in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
462,MINN427TRAD,"All Employees: Trade, Transportation, and Utilities in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
463,SMU27334604200000007A,"Average Weekly Hours of Production Employees: Retail Trade in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
464,SMU27334606562310001,"All Employees: Education and Health Services: Nursing Care Facilities (Skilled Nursing Facilities) in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
465,SMU27334604340008908,"Average Hourly Earnings of Production Employees: Transportation and Warehousing in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
466,SMU27334608081200001,"All Employees: Personal and Laundry Services in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
467,SMU27334607071000001,"All Employees: Leisure and Hospitality: Arts, Entertainment, and Recreation in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
468,SMU27334606055000001,"All Employees: Management of Companies and Enterprises in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
469,CUUSA211SAG,"Consumer Price Index for All Urban Consumers: Other goods and services in Minneapolis-St.Paul-Bloomington, MN-WI (CBSA)"
470,SMU27334602023610001SA,"All Employees: Construction: Residential Building Construction in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
471,SMU27334601523610001SA,"All Employees: Mining, Logging, and Construction: Residential Building Construction in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
472,MINN427GOVTN,"All Employees: Government in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
473,SMU27334603200000030,"Average Weekly Earnings of Production Employees: Manufacturing: Non-Durable Goods in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
474,CUUSA211SAF,"Consumer Price Index for All Urban Consumers: Food and beverages in Minneapolis-St.Paul-Bloomington, MN-WI (CBSA)"
475,SMU27334600500000001SA,"All Employees: Total Private in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
476,SMU27334607072000001SA,"All Employees: Accommodation and Food Services in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
477,CUUSA211SAR,"Consumer Price Index for All Urban Consumers: Recreation in Minneapolis-St.Paul-Bloomington, MN-WI (CBSA)"
478,SMU27334604245300001SA,"All Employees: Retail Trade: Miscellaneous Store Retailers in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
479,CUUSA211SAF116,"Consumer Price Index for All Urban Consumers: Alcoholic beverages in Minneapolis-St.Paul-Bloomington, MN-WI (CBSA)"
480,SMU27334609091000001SA,"All Employees: Federal Government in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
481,CUUSA211SAH3,"Consumer Price Index for All Urban Consumers: Household furnishings and operations in Minneapolis-St.Paul-Bloomington, MN-WI (CBSA)"
482,A02063US33460A550NNBR,"Value of Permits for Additions and Alterations for Minneapolis, MN"
483,SMU27334603100000008,"Average Hourly Earnings of Production Employees: Manufacturing: Durable Goods in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
484,SMU27334604100000001,"All Employees: Wholesale Trade in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
485,SMU27334603000000007SA,"Average Weekly Hours of Production Employees: Manufacturing in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
486,SMU27334604100000007SA,"Average Weekly Hours of Production Employees: Wholesale Trade in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
487,CUUSA211SA0LE,"Consumer Price Index for All Urban Consumers: All items less energy in Minneapolis-St.Paul-Bloomington, MN-WI (CBSA)"
488,SMU27334604142300001,"All Employees: Wholesale Trade: Merchant Wholesalers, Durable Goods in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
489,SMU27334601523600001,"All Employees: Mining, Logging, and Construction: Construction of Buildings in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
490,SMU27334603100000030SA,"Average Weekly Earnings of Production Employees: Manufacturing: Durable Goods in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
491,SMU27334607072200007SA,"Average Weekly Hours of Production Employees: Food Services and Drinking Places in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
492,SMU27334603200000008,"Average Hourly Earnings of Production Employees: Manufacturing: Non-Durable Goods in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
493,SMU27334604300000001,"All Employees: Transportation and Utilities: Transportation, Warehousing, and Utilities in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
494,SMU27334605552000008,"Average Hourly Earnings of Production Employees: Financial Activities: Finance and Insurance in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
495,SMU27334605552000030SA,"Average Weekly Earnings of Production Employees: Financial Activities: Finance and Insurance in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
496,SMU27334604340008901,"All Employees: Transportation and Warehousing in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
497,SMU27334604100000008,"Average Hourly Earnings of Production Employees: Wholesale Trade in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
498,SMU27334605552000007A,"Average Weekly Hours of Production Employees: Financial Activities: Finance and Insurance in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
499,SMU27334601523800001,"All Employees: Mining, Logging, and Construction: Specialty Trade Contractors in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
500,MINN427SRVO,"All Employees: Other Services in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
501,MINN427EDUH,"All Employees: Education and Health Services in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
502,SMU27334603231100001A,"All Employees: Non-Durable Goods: Food Manufacturing in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
503,NIMSP,"Net Income for Commercial Banks with Assets under $5B in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
504,SMU27334606054150001,"All Employees: Computer Systems Design and Related Services in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
505,NIMMSP,"Net Interest Margin for Commercial Banks with Assets under $5B in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
506,SMU27334606054000001SA,"All Employees: Professional, Scientific, and Technical Services in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
507,SMU27334603133200001SA,"All Employees: Durable Goods: Fabricated Metal Product Manufacturing in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
508,TOTLOANMSP,"Quarterly Average of Total Loans for Commercial Banks with Assets under $5B in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
509,LLSMSP,"Allowance for Loan and Lease Losses for Commercial Banks with Assets under $5B in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
510,SMU27334606056000001SA,"All Employees: Administrative and Support and Waste Management and Remediation Services in Minneapolis-St. Paul-Bloomington, MN-WI (MSA)"
645,S1701ACS027109,"Percent of Population Below the Poverty Level in Olmsted County, MN"
646,MNHOUS5URN,"Unemployment Rate in Houston County, MN"
647,MNCARL7URN,"Unemployment Rate in Carlton County, MN"
649,MNSLIND,Leading Index for Minnesota
650,BRMN27M647NCEN,SNAP Benefits Recipients in Minnesota
651,MNNATRESMINRGSP,Real Gross Domestic Product by Industry: Natural resources and mining for Minnesota
654,B14005DCYACS027137,"Disconnected Youth for St. Louis County, MN"
655,B01002001E027103,"Median Age of the Population in Nicollet County, MN"
656,B03002003E027103,"Population Estimate of Non-Hispanic White Persons in Nicollet County, MN"
657,CDC20N2U027013,"Premature Death Rate for Blue Earth County, MN"
658,CDC20N2U027137,"Premature Death Rate for St. Louis County, MN"
659,MHIMN27137A052NCEN,"Estimate of Median Household Income for St. Louis County, MN"
660,CBR27103MNA647NCEN,"SNAP Benefits Recipients in Nicollet County, MN"
661,PCPI27013,"Per Capita Personal Income in Blue Earth County, MN"
662,HOWNRATEACS027137,"Homeownership Rate for St. Louis County, MN"
663,EQFXSUBPRIME027013,"Equifax Subprime Credit Population for Blue Earth County, MN"
664,2020RATIO027013,"Income Inequality in Blue Earth County, MN"
665,HOWNRATEACS027013,"Homeownership Rate for Blue Earth County, MN"
666,B080ACS027013,"Mean Commuting Time for Workers in Blue Earth County, MN"
667,B03002006E027013,"Population Estimate of Non-Hispanic Asian Persons in Blue Earth County, MN"
668,B03002012E027013,"Population Estimate of Hispanic or Latino Persons in Blue Earth County, MN"
669,B03002004E027013,"Population Estimate of Non-Hispanic Black or African-American Persons in Blue Earth County, MN"
670,B03002005E027013,"Population Estimate of Non-Hispanic American Indian or Native Alaskan Persons in Blue Earth County, MN"
671,B01002001E027137,"Median Age of the Population in St. Louis County, MN"
672,PUAAMN27137A647NCEN,"Poverty Universe, All Ages for St. Louis County, MN"
673,S1701ACS027137,"Percent of Population Below the Poverty Level in St. Louis County, MN"
674,ATNHPIUS27137A,"All-Transactions House Price Index for St. Louis County, MN"
675,RACEDISPARITY027013,"White to Non-White Racial Dissimilarity Index for Blue Earth County, MN"
676,BPPRIV027137,"New Private Housing Structures Authorized by Building Permits for St. Louis County, MN"
677,NETMIGNACS027013,"Net Migration Flow for Blue Earth County, MN"
678,S1101SPHOUSE027013,"Single-parent Households with Children as a Percentage of Households with Children in Blue Earth County, MN"
679,PCPI27103,"Per Capita Personal Income in Nicollet County, MN"
680,S1101SPHOUSE027137,"Single-parent Households with Children as a Percentage of Households with Children in St. Louis County, MN"
681,ATNHPIUS27013A,"All-Transactions House Price Index for Blue Earth County, MN"
682,CBR27013MNA647NCEN,"SNAP Benefits Recipients in Blue Earth County, MN"
683,MHIMN27103A052NCEN,"Estimate of Median Household Income for Nicollet County, MN"
684,PUAAMN27013A647NCEN,"Poverty Universe, All Ages for Blue Earth County, MN"
685,S1701ACS027013,"Percent of Population Below the Poverty Level in Blue Earth County, MN"
686,CDC20N2U027103,"Premature Death Rate for Nicollet County, MN"
687,CDC20N2UAA027103,"Age-Adjusted Premature Death Rate for Nicollet County, MN"
688,MNSTLO7LFN,"Civilian Labor Force in St. Louis County, MN"
689,S1701ACS027103,"Percent of Population Below the Poverty Level in Nicollet County, MN"
690,PI27103,"Personal Income in Nicollet County, MN"
691,B03002012E027103,"Population Estimate of Hispanic or Latino Persons in Nicollet County, MN"
692,ENU2713720510,"Number of Private Establishments for All Industries in St. Louis County, MN"
693,ENU2710320510,"Number of Private Establishments for All Industries in Nicollet County, MN"
694,MHIMN27013A052NCEN,"Estimate of Median Household Income for Blue Earth County, MN"
695,ATNHPIUS27103A,"All-Transactions House Price Index for Nicollet County, MN"
696,NETMIGNACS027137,"Net Migration Flow for St. Louis County, MN"
697,PP5T17MN27013A156NCEN,"Estimated Percent of Related Children Age 5-17 in Families in Poverty for Blue Earth County, MN"
698,PPCIUBAAMN27103A156NCEN,"90% Confidence Interval Upper Bound of Estimate of Percent of People of All Ages in Poverty for Nicollet County, MN"
699,NETMIGNACS027103,"Net Migration Flow for Nicollet County, MN"
700,HC01ESTVC1627013,"High School Graduate or Higher (5-year estimate) in Blue Earth County, MN"
701,RACEDISPARITY027103,"White to Non-White Racial Dissimilarity Index for Nicollet County, MN"
702,RACEDISPARITY027137,"White to Non-White Racial Dissimilarity Index for St. Louis County, MN"
703,PPAAMN27013A156NCEN,"Estimated Percent of People of All Ages in Poverty for Blue Earth County, MN"
704,PUA0T17MN27137A647NCEN,"Poverty Universe, Age 0-17 for St. Louis County, MN"
705,PEU18MN27103A647NCEN,"Estimate of People Age 0-17 in Poverty in Nicollet County, MN"
706,PEU18MN27013A647NCEN,"Estimate of People Age 0-17 in Poverty in Blue Earth County, MN"
707,2020RATIO027139,"Income Inequality in Scott County, MN"
708,2020RATIO027037,"Income Inequality in Dakota County, MN"
709,B14005DCYACS027003,"Disconnected Youth for Anoka County, MN"
710,B14005DCYACS027139,"Disconnected Youth for Scott County, MN"
711,DP04ACS027003,"Burdened Households in Anoka County, MN"
712,DP04ACS027139,"Burdened Households in Scott County, MN"
713,NETMIGNACS027139,"Net Migration Flow for Scott County, MN"
714,B14005DCYACS027019,"Disconnected Youth for Carver County, MN"
715,B14005DCYACS027037,"Disconnected Youth for Dakota County, MN"
716,DP04ACS027019,"Burdened Households in Carver County, MN"
717,DP04ACS027037,"Burdened Households in Dakota County, MN"
718,DP04ACS027059,"Burdened Households in Isanti County, MN"
719,NETMIGNACS027019,"Net Migration Flow for Carver County, MN"
720,2020RATIO027141,"Income Inequality in Sherburne County, MN"
721,B14005DCYACS027025,"Disconnected Youth for Chisago County, MN"
722,CDC20N2U027139,"Premature Death Rate for Scott County, MN"
723,NETMIGNACS027025,"Net Migration Flow for Chisago County, MN"
724,CDC20N2U027037,"Premature Death Rate for Dakota County, MN"
725,CDC20N2U027059,"Premature Death Rate for Isanti County, MN"
726,B14005DCYACS027141,"Disconnected Youth for Sherburne County, MN"
727,DP04ACS027141,"Burdened Households in Sherburne County, MN"
728,B14005DCYACS027163,"Disconnected Youth for Washington County, MN"
729,CDC20N2U027141,"Premature Death Rate for Sherburne County, MN"
730,CDC20N2U027163,"Premature Death Rate for Washington County, MN"
731,B01002001E027059,"Median Age of the Population in Isanti County, MN"
732,B080ACS027139,"Mean Commuting Time for Workers in Scott County, MN"
733,B080ACS027037,"Mean Commuting Time for Workers in Dakota County, MN"
734,B080ACS027059,"Mean Commuting Time for Workers in Isanti County, MN"
735,CDC20N2UAA027003,"Age-Adjusted Premature Death Rate for Anoka County, MN"
736,CDC20N2UAA027139,"Age-Adjusted Premature Death Rate for Scott County, MN"
737,B080ACS027141,"Mean Commuting Time for Workers in Sherburne County, MN"
738,CDC20N2UAA027019,"Age-Adjusted Premature Death Rate for Carver County, MN"
739,CDC20N2UAA027037,"Age-Adjusted Premature Death Rate for Dakota County, MN"
740,CDC20N2UAA027059,"Age-Adjusted Premature Death Rate for Isanti County, MN"
741,CDC20N2UAA027123,"Age-Adjusted Premature Death Rate for Ramsey County, MN"
742,CDC20N2UAA027171,"Age-Adjusted Premature Death Rate for Wright County, MN"
743,EQFXSUBPRIME027003,"Equifax Subprime Credit Population for Anoka County, MN"
744,ATNHPIUS27059A,"All-Transactions House Price Index for Isanti County, MN"
745,CDC20N2UAA027025,"Age-Adjusted Premature Death Rate for Chisago County, MN"
746,EQFXSUBPRIME027059,"Equifax Subprime Credit Population for Isanti County, MN"
747,ATNHPIUS27025A,"All-Transactions House Price Index for Chisago County, MN"
748,CDC20N2UAA027141,"Age-Adjusted Premature Death Rate for Sherburne County, MN"
749,PEU18MN27003A647NCEN,"Estimate of People Age 0-17 in Poverty in Anoka County, MN"
750,PEU18MN27139A647NCEN,"Estimate of People Age 0-17 in Poverty in Scott County, MN"
751,CDC20N2UAA027163,"Age-Adjusted Premature Death Rate for Washington County, MN"
752,DMPCRATE027003,"Rate of Preventable Hospital Admissions in Anoka County, MN"
753,DMPCRATE027139,"Rate of Preventable Hospital Admissions in Scott County, MN"
754,EQFXSUBPRIME027141,"Equifax Subprime Credit Population for Sherburne County, MN"
755,PEU18MN27019A647NCEN,"Estimate of People Age 0-17 in Poverty in Carver County, MN"
756,PEU18MN27037A647NCEN,"Estimate of People Age 0-17 in Poverty in Dakota County, MN"
757,PEU18MN27123A647NCEN,"Estimate of People Age 0-17 in Poverty in Ramsey County, MN"
758,DMPCRATE027037,"Rate of Preventable Hospital Admissions in Dakota County, MN"
759,DMPCRATE027059,"Rate of Preventable Hospital Admissions in Isanti County, MN"
760,DMPCRATE027123,"Rate of Preventable Hospital Admissions in Ramsey County, MN"
761,PEAAMN27003A647NCEN,"Estimate of People of All Ages in Poverty in Anoka County, MN"
762,PEAAMN27139A647NCEN,"Estimate of People of All Ages in Poverty in Scott County, MN"
763,PEAAMN27019A647NCEN,"Estimate of People of All Ages in Poverty in Carver County, MN"
764,PEU18MN27141A647NCEN,"Estimate of People Age 0-17 in Poverty in Sherburne County, MN"
765,DMPCRATE027141,"Rate of Preventable Hospital Admissions in Sherburne County, MN"
766,MWACL27003,"Mean Real Wages Adjusted by Cost of Living for Anoka County, MN"
767,MWACL27139,"Mean Real Wages Adjusted by Cost of Living for Scott County, MN"
768,PEAAMN27025A647NCEN,"Estimate of People of All Ages in Poverty in Chisago County, MN"
769,PEU18MN27163A647NCEN,"Estimate of People Age 0-17 in Poverty in Washington County, MN"
770,DMPCRATE027163,"Rate of Preventable Hospital Admissions in Washington County, MN"
771,MWACL27019,"Mean Real Wages Adjusted by Cost of Living for Carver County, MN"
772,MWACL27037,"Mean Real Wages Adjusted by Cost of Living for Dakota County, MN"
773,MWACL27123,"Mean Real Wages Adjusted by Cost of Living for Ramsey County, MN"
774,MWACL27171,"Mean Real Wages Adjusted by Cost of Living for Wright County, MN"
775,HC01ESTVC1727139,"Bachelor's Degree or Higher (5-year estimate) in Scott County, MN"
776,PEAAMN27141A647NCEN,"Estimate of People of All Ages in Poverty in Sherburne County, MN"
777,HC01ESTVC1727019,"Bachelor's Degree or Higher (5-year estimate) in Carver County, MN"
778,HC01ESTVC1727037,"Bachelor's Degree or Higher (5-year estimate) in Dakota County, MN"
779,HC01ESTVC1727059,"Bachelor's Degree or Higher (5-year estimate) in Isanti County, MN"
780,HC01ESTVC1727171,"Bachelor's Degree or Higher (5-year estimate) in Wright County, MN"
781,HC01ESTVC1727025,"Bachelor's Degree or Higher (5-year estimate) in Chisago County, MN"
782,MWACL27141,"Mean Real Wages Adjusted by Cost of Living for Sherburne County, MN"
783,HC01ESTVC1627139,"High School Graduate or Higher (5-year estimate) in Scott County, MN"
784,MWACL27163,"Mean Real Wages Adjusted by Cost of Living for Washington County, MN"
785,B03002003E027139,"Population Estimate of Non-Hispanic White Persons in Scott County, MN"
786,B03002006E027003,"Population Estimate of Non-Hispanic Asian Persons in Anoka County, MN"
787,B03002006E027139,"Population Estimate of Non-Hispanic Asian Persons in Scott County, MN"
788,B03002012E027003,"Population Estimate of Hispanic or Latino Persons in Anoka County, MN"
789,B03002012E027139,"Population Estimate of Hispanic or Latino Persons in Scott County, MN"
790,HC01ESTVC1627019,"High School Graduate or Higher (5-year estimate) in Carver County, MN"
791,HC01ESTVC1627037,"High School Graduate or Higher (5-year estimate) in Dakota County, MN"
792,HC01ESTVC1627059,"High School Graduate or Higher (5-year estimate) in Isanti County, MN"
793,HC01ESTVC1627123,"High School Graduate or Higher (5-year estimate) in Ramsey County, MN"
794,HC01ESTVC1627171,"High School Graduate or Higher (5-year estimate) in Wright County, MN"
795,HC01ESTVC1727141,"Bachelor's Degree or Higher (5-year estimate) in Sherburne County, MN"
796,B03002003E027037,"Population Estimate of Non-Hispanic White Persons in Dakota County, MN"
797,B03002003E027059,"Population Estimate of Non-Hispanic White Persons in Isanti County, MN"
798,B03002003E027123,"Population Estimate of Non-Hispanic White Persons in Ramsey County, MN"
799,B03002003E027171,"Population Estimate of Non-Hispanic White Persons in Wright County, MN"
800,B03002006E027037,"Population Estimate of Non-Hispanic Asian Persons in Dakota County, MN"
801,B03002006E027059,"Population Estimate of Non-Hispanic Asian Persons in Isanti County, MN"
802,B03002006E027123,"Population Estimate of Non-Hispanic Asian Persons in Ramsey County, MN"
803,B03002006E027171,"Population Estimate of Non-Hispanic Asian Persons in Wright County, MN"
804,B03002012E027037,"Population Estimate of Hispanic or Latino Persons in Dakota County, MN"
805,B03002012E027059,"Population Estimate of Hispanic or Latino Persons in Isanti County, MN"
806,B03002012E027123,"Population Estimate of Hispanic or Latino Persons in Ramsey County, MN"
807,B03002012E027171,"Population Estimate of Hispanic or Latino Persons in Wright County, MN"
808,HC01ESTVC1727163,"Bachelor's Degree or Higher (5-year estimate) in Washington County, MN"
809,ENU2700320510,"Number of Private Establishments for All Industries in Anoka County, MN"
810,ENU2713920510,"Number of Private Establishments for All Industries in Scott County, MN"
811,PPAAMN27003A156NCEN,"Estimated Percent of People of All Ages in Poverty for Anoka County, MN"
812,PPAAMN27139A156NCEN,"Estimated Percent of People of All Ages in Poverty for Scott County, MN"
813,B03002006E027053,"Population Estimate of Non-Hispanic Asian Persons in Hennepin County, MN"
814,B03002012E027053,"Population Estimate of Hispanic or Latino Persons in Hennepin County, MN"
815,ENU2703720510,"Number of Private Establishments for All Industries in Dakota County, MN"
816,ENU2705920510,"Number of Private Establishments for All Industries in Isanti County, MN"
817,HC01ESTVC1627141,"High School Graduate or Higher (5-year estimate) in Sherburne County, MN"
818,PPAAMN27019A156NCEN,"Estimated Percent of People of All Ages in Poverty for Carver County, MN"
819,PPAAMN27037A156NCEN,"Estimated Percent of People of All Ages in Poverty for Dakota County, MN"
820,PPAAMN27059A156NCEN,"Estimated Percent of People of All Ages in Poverty for Isanti County, MN"
821,B03002003E027141,"Population Estimate of Non-Hispanic White Persons in Sherburne County, MN"
822,B03002006E027141,"Population Estimate of Non-Hispanic Asian Persons in Sherburne County, MN"
823,B03002012E027141,"Population Estimate of Hispanic or Latino Persons in Sherburne County, MN"
824,PPAAMN27025A156NCEN,"Estimated Percent of People of All Ages in Poverty for Chisago County, MN"
825,B03002003E027163,"Population Estimate of Non-Hispanic White Persons in Washington County, MN"
