DATE,MNYELL3URN,CBR27173MNA647NCEN,MNYELL3LFN,EQFXSUBPRIME027173,MNYELL3POP,PEU18MN27173A647NCEN,ATNHPIUS27173A,PPU18MN27173A156NCEN,NETMIGNACS027173,MHIMN27173A052NCEN,RACEDISPARITY027173,PI27173,2020RATIO027173,B14005DCYACS027173,DP04ACS027173,HOWNRATEACS027173,CDC20N2U027173,PCPI27173,PUA0T17MN27173A647NCEN,PUAAMN27173A647NCEN,B01002001E027173,B080ACS027173,CDC20N2UAA027173,PUA5T17RMN27173A647NCEN,DMPCRATE027173,PEAAMN27173A647NCEN,HC01ESTVC1727173,S1701ACS027173,HC01ESTVC1627173,B03002003E027173,B03002006E027173,B03002012E027173,ENU2717320510,PPAAMN27173A156NCEN,PE5T17MN27173A647NCEN,BPPRIV027173,B03002004E027173,FBITC027173,PP5T17MN27173A156NCEN,MHICILBMN27173A052NCEN,MHICIUBMN27173A052NCEN,B03002005E027173,PECILBU18MN27173A647NCEN,PECIUBU18MN27173A647NCEN,PECILBAAMN27173A647NCEN,PECIUBAAMN27173A647NCEN,S1101SPHOUSE027173,PPCILBU18MN27173A156NCEN,PPCIUBU18MN27173A156NCEN,PPCILBAAMN27173A156NCEN,PPCIUBAAMN27173A156NCEN,S1501ACSTOTAL027173,PECILB5T17MN27173A647NCEN,PECIUB5T17MN27173A647NCEN,PPCILB5T17MN27173A156NCEN,PPCIUB5T17MN27173A156NCEN,county
2002-11-01,3.6,,5604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2002-12-01,4.9,,5565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2003-01-01,7.4,355.0,5720,20.32810271041369,10.753,251.0,102.78,10.4,,36299.0,,296231.0,,,,,538.8,27117.0,2403.0,10401.0,,,442.2,1789.0,,877.0,,,,,,,329.0,8.4,161.0,41.0,,,9.0,34029.0,38721.0,,181.0,320.0,665.0,1089.0,,7.5,13.3,6.4,10.5,,110.0,212.0,6.1,11.9,YELLOW MEDICINE
2003-02-01,7.0,,5712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2003-03-01,7.0,,5900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2003-04-01,5.9,,5838,19.57163958641064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.0,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2003-05-01,5.0,,5752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2003-06-01,5.4,,5751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2003-07-01,5.2,,5660,20.61700526711813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.0,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2003-08-01,5.2,,5553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2003-09-01,4.6,,5457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2003-10-01,4.2,,5628,20.650529500756427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.0,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2003-11-01,4.6,,5605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2003-12-01,5.9,,5607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2004-01-01,7.5,375.0,5562,21.06870229007633,10.57,246.0,106.52,10.0,,39279.0,,332070.0,,,,,334.9,30761.0,2459.0,10273.0,,,284.1,1798.0,,833.0,,,,,,,315.0,8.1,162.0,23.0,,,9.0,36834.0,41886.0,,175.0,318.0,622.0,1043.0,,7.1,12.9,6.1,10.2,,106.0,218.0,5.9,12.1,YELLOW MEDICINE
2004-02-01,6.4,,5543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2004-03-01,6.9,,5525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2004-04-01,4.8,,5568,20.183486238532108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.0,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2004-05-01,4.1,,5557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2004-06-01,5.0,,5639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2004-07-01,4.7,,5616,19.001751313485112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.0,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2004-08-01,5.1,,5567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2004-09-01,4.4,,5437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2004-10-01,3.9,,5388,19.914163090128763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.0,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2004-11-01,4.0,,5389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2004-12-01,4.9,,5428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2005-01-01,6.1,347.0,5452,18.838028169014088,10.413,271.0,115.26,11.2,,38613.0,,349107.0,,,,,433.1,32654.0,2415.0,10088.0,,,352.4,1775.0,,992.0,,,,,,,313.0,9.8,177.0,21.0,,99.0,10.0,35902.0,41324.0,,211.0,332.0,805.0,1178.0,,8.7,13.7,8.0,11.7,,134.0,220.0,7.5,12.4,YELLOW MEDICINE
2005-02-01,5.4,,5414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2005-03-01,5.2,,5452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2005-04-01,4.5,,5415,18.461538461538463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.0,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2005-05-01,3.6,,5515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2005-06-01,4.2,,5634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2005-07-01,3.7,,5614,18.45082680591819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.0,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2005-08-01,3.6,,5473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2005-09-01,3.6,,5565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2005-10-01,2.9,,5546,20.24647887323944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.0,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2005-11-01,3.3,,5531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2005-12-01,4.3,,5537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2006-01-01,5.5,392.0,5557,19.343389529724934,10.332,330.0,111.96,14.1,,41287.0,,347040.0,,,,,380.3,32546.0,2347.0,10158.0,,,314.0,1759.0,,1266.0,,,,,,,342.0,12.5,191.0,14.0,,57.0,10.9,37931.0,44643.0,,269.0,392.0,1036.0,1495.0,,11.5,16.7,10.2,14.7,,147.0,235.0,8.4,13.4,YELLOW MEDICINE
2006-02-01,5.4,,5584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2006-03-01,5.1,,5608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2006-04-01,4.4,,5521,18.562329390354872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.0,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2006-05-01,3.4,,5519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2006-06-01,3.9,,5631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2006-07-01,3.8,,5600,17.81450872359963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.0,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2006-08-01,3.6,,5516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2006-09-01,3.4,,5591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2006-10-01,2.9,,5571,19.0521327014218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.0,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2006-11-01,3.2,,5549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2006-12-01,4.4,,5612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2007-01-01,5.8,374.0,5651,17.27699530516432,10.201,296.0,127.09,13.3,,44602.0,,366987.0,,,,,404.0,34707.0,2227.0,9860.0,,,321.8,1629.0,,1094.0,,,,,,,303.0,11.1,189.0,12.0,,79.0,11.6,40649.0,48554.0,,226.0,366.0,863.0,1325.0,,10.1,16.4,8.8,13.4,,142.0,236.0,8.7,14.5,YELLOW MEDICINE
2007-02-01,5.2,,5660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2007-03-01,5.2,,5725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2007-04-01,4.6,,5731,18.38235294117647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.0,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2007-05-01,3.5,,5752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2007-06-01,3.9,,5889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2007-07-01,3.9,,5672,19.463087248322147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.0,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2007-08-01,3.9,,5521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2007-09-01,3.8,,5602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2007-10-01,3.4,,5677,20.662768031189078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.0,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2007-11-01,3.6,,5661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2007-12-01,4.6,,5702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2008-01-01,6.0,422.0,5815,22.187822497420026,10.058,246.0,122.24,11.4,,46381.0,,416788.0,,,,,300.9,39796.0,2152.0,9692.0,,,232.5,1544.0,69.0599999427795,960.0,,,,,,,308.0,9.9,149.0,15.0,,,9.7,42600.0,50163.0,,193.0,299.0,776.0,1145.0,,9.0,13.9,8.0,11.8,,113.0,185.0,7.3,12.0,YELLOW MEDICINE
2008-02-01,5.8,,5722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2008-03-01,5.8,,5835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2008-04-01,4.9,,5894,20.92274678111588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.0,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2008-05-01,4.4,,5914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2008-06-01,4.8,,6057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2008-07-01,4.9,,5956,20.12578616352201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.0,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2008-08-01,5.0,,5744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2008-09-01,4.4,,5763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2008-10-01,4.3,,5811,19.874476987447697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.0,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2008-11-01,4.5,,5771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2008-12-01,6.1,,5874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2009-01-01,7.1,568.0,5942,18.487394957983195,9.98,293.0,120.94,13.3,260.0,46226.0,39.02377675666505,394201.0,,1.717557251908397,,79.15615221560513,355.1,37770.0,2204.0,9596.0,42.9,18.78449547082368,260.1,1582.0,66.4499998092651,963.0,,,,9419.0,28.0,290.0,305.0,10.0,180.0,11.0,110.0,60.0,11.4,42193.0,50259.0,177.0,230.0,356.0,754.0,1173.0,21.889400921658982,10.4,16.2,7.9,12.2,26.6,138.0,222.0,8.7,14.0,YELLOW MEDICINE
2009-02-01,7.2,,5855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2009-03-01,7.3,,5883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2009-04-01,6.2,,5953,19.078242229367632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.0,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2009-05-01,6.0,,5915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2009-06-01,6.7,,6051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2009-07-01,6.5,,5890,20.043103448275858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.0,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2009-08-01,6.5,,5799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2009-09-01,5.7,,5715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2009-10-01,5.8,,5772,17.841409691629952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.0,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2009-11-01,5.5,,5843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2009-12-01,6.4,,5861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2010-01-01,8.1,657.0,5783,19.27710843373494,10.423,438.0,116.21,18.1,177.0,46595.0,20.66864068231745,412898.0,9.445310040919106,9.46843853820598,22.1840490797546,79.98271059456344,246.5,39603.0,2423.0,10203.0,42.8,18.85816326530612,178.4,1748.0,74.0299999713898,1299.0,18.4,,90.1,9737.0,43.0,327.0,303.0,12.7,293.0,7.0,81.0,52.0,16.8,43101.0,50089.0,243.0,359.0,517.0,1083.0,1515.0,24.113475177304963,14.9,21.3,10.6,14.8,28.4,239.0,347.0,13.7,19.9,YELLOW MEDICINE
2010-02-01,7.7,,5987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2010-03-01,7.8,,6029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2010-04-01,6.1,,6060,18.995633187772924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.0,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2010-05-01,5.5,,6058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2010-06-01,6.3,,5905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2010-07-01,6.3,,5899,18.736616702355462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.0,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2010-08-01,6.1,,5648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2010-09-01,5.5,,5637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2010-10-01,5.2,,5796,19.429778247096092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.0,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2010-11-01,5.0,,5845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2010-12-01,5.8,,5889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2011-01-01,7.7,720.0,5716,19.222689075630253,10.280999999999999,357.0,113.26,15.0,135.0,46586.0,18.055115378070106,482413.0,9.104808968874464,8.31889081455806,21.39488706875155,79.1383889052818,478.0,46864.0,2384.0,10084.0,42.9,18.586409395973156,385.7,1742.0,69.7829999998212,1116.0,18.1,,89.5,9627.0,42.0,359.0,301.0,11.1,237.0,15.0,69.0,38.0,13.6,43493.0,49679.0,255.0,278.0,436.0,905.0,1327.0,25.159744408945688,11.7,18.3,9.0,13.2,28.4,181.0,293.0,10.4,16.8,YELLOW MEDICINE
2011-02-01,7.3,,5788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2011-03-01,7.1,,5836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2011-04-01,5.7,,5825,18.52248394004283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.0,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2011-05-01,5.0,,5941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2011-06-01,5.7,,5871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2011-07-01,5.9,,5884,19.114470842332608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.0,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2011-08-01,5.5,,5656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2011-09-01,5.0,,5518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2011-10-01,4.4,,5539,19.538968166849614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.0,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2011-11-01,4.1,,5598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2011-12-01,5.0,,5736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2012-01-01,6.4,665.0,5716,18.805309734513273,10.149,307.0,112.53,13.2,-116.0,53266.0,15.803682132415851,507094.0,9.109737139626908,7.478260869565218,19.022556390977442,80.05556658067077,471.6,49813.0,2324.0,9939.0,42.7,18.690652036294576,328.4,1685.0,66.0639999993145,924.0,17.2,11.6,89.6,9503.0,38.0,392.0,310.0,9.3,208.0,15.0,30.0,19.0,12.3,50600.0,55932.0,235.0,234.0,380.0,734.0,1114.0,24.01960784313725,10.1,16.3,7.4,11.2,27.8,156.0,260.0,9.2,15.4,YELLOW MEDICINE
2012-02-01,6.3,,5676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2012-03-01,5.9,,5737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2012-04-01,4.6,,5729,17.88154897494305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.0,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2012-05-01,4.1,,5870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2012-06-01,5.0,,5822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2012-07-01,5.1,,5863,18.63636363636364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.0,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2012-08-01,5.1,,5609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2012-09-01,4.3,,5535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2012-10-01,4.1,,5531,20.403587443946194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.0,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2012-11-01,4.1,,5502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2012-12-01,5.1,,5557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2013-01-01,6.7,704.0,5564,19.112627986348127,10.075,325.0,115.74,14.1,-48.0,50311.0,19.807204221010576,550102.0,9.471245667397607,7.573149741824441,19.355644355644355,79.20871215905684,397.3,54310.0,2304.0,9910.0,43.2,18.069167389418908,297.7,1690.0,47.9849999998696,1070.0,17.4,12.2,90.0,9401.0,39.0,403.0,302.0,10.8,223.0,7.0,23.0,37.0,13.2,46346.0,54276.0,246.0,256.0,394.0,875.0,1265.0,25.314333612740988,11.1,17.1,8.8,12.8,29.5,169.0,277.0,10.0,16.4,YELLOW MEDICINE
2013-02-01,6.5,,5553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2013-03-01,6.2,,5514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2013-04-01,5.2,,5547,17.54189944134078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.0,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2013-05-01,4.3,,5631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2013-06-01,4.8,,5648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2013-07-01,4.8,,5609,18.996798292422625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.0,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2013-08-01,4.7,,5513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2013-09-01,4.0,,5466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2013-10-01,3.6,,5471,18.945102260495158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.0,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2013-11-01,3.5,,5418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2013-12-01,4.6,,5552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2014-01-01,6.0,659.0,5477,18.406889128094726,9.979,337.0,126.91,14.5,-247.0,51028.0,12.150889349100973,534971.0,10.327785551218794,6.502636203866433,21.106150793650798,80.70228393198511,267.7,53257.0,2325.0,9882.0,43.1,17.907739396589417,215.3,1665.0,56.442999999970205,1105.0,17.3,13.2,91.2,9317.0,44.0,416.0,297.0,11.2,230.0,14.0,28.0,50.0,13.8,47867.0,54189.0,255.0,259.0,415.0,912.0,1298.0,27.95793163891324,11.1,17.9,9.3,13.1,30.1,174.0,286.0,10.4,17.2,YELLOW MEDICINE
2014-02-01,6.0,,5452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
2014-03-01,5.8,,5471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YELLOW MEDICINE
