DATE,MNOTTE5URN,MNOTTE5POP,B01002001E027111,B03002003E027111,CBR27111MNA647NCEN,MHIMN27111A052NCEN,PECILBU18MN27111A647NCEN,S1701ACS027111,NETMIGNACS027111,ATNHPIUS27111A,PEU18MN27111A647NCEN,PEAAMN27111A647NCEN,PUA5T17RMN27111A647NCEN,PI27111,B14005DCYACS027111,ENU2711120510,MNOTTE5LFN,FBITC027111,BPPRIV027111,PCPI27111,RACEDISPARITY027111,PPU18MN27111A156NCEN,2020RATIO027111,DP04ACS027111,HOWNRATEACS027111,CDC20N2U027111,USPTOISSUED027111,PUA0T17MN27111A647NCEN,PUAAMN27111A647NCEN,B080ACS027111,CDC20N2UAA027111,EQFXSUBPRIME027111,DMPCRATE027111,HC01ESTVC1727111,HC01ESTVC1627111,B03002006E027111,B03002012E027111,PPAAMN27111A156NCEN,PE5T17MN27111A647NCEN,B03002004E027111,PP5T17MN27111A156NCEN,MHICILBMN27111A052NCEN,MHICIUBMN27111A052NCEN,B03002005E027111,PECIUBU18MN27111A647NCEN,PECILBAAMN27111A647NCEN,PECIUBAAMN27111A647NCEN,S1101SPHOUSE027111,PPCILBU18MN27111A156NCEN,PPCIUBU18MN27111A156NCEN,PPCILBAAMN27111A156NCEN,PPCIUBAAMN27111A156NCEN,S1501ACSTOTAL027111,PECILB5T17MN27111A647NCEN,PECIUB5T17MN27111A647NCEN,PPCILB5T17MN27111A156NCEN,PPCIUB5T17MN27111A156NCEN,county
2003-01-01,7.6,57.284,,,2306.0,37492.0,1179.0,,,113.62,1617.0,5432.0,9603.0,1537794.0,,1649.0,29580,,146.0,26737.0,,12.9,,,,367.5,,12525.0,57106.0,,283.1,20.118343195266274,,,,,,9.5,988.0,,10.3,35238.0,39889.0,,2056.0,4167.0,6698.0,,9.4,16.4,7.3,11.7,,681.0,1295.0,7.1,13.5,OTTER TAIL
2003-02-01,6.9,,,,,,,,,,,,,,,,29126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2003-03-01,7.0,,,,,,,,,,,,,,,,29747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2003-04-01,5.7,,,,,,,,,,,,,,,1671.0,30340,,,,,,,,,,,,,,,20.02747672111128,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2003-05-01,4.5,,,,,,,,,,,,,,,,30618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2003-06-01,4.9,,,,,,,,,,,,,,,,31041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2003-07-01,4.8,,,,,,,,,,,,,,,1674.0,30294,,,,,,,,,,,,,,,20.482300200958413,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2003-08-01,4.5,,,,,,,,,,,,,,,,30116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2003-09-01,4.5,,,,,,,,,,,,,,,,29897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2003-10-01,4.2,,,,,,,,,,,,,,,1662.0,29959,,,,,,,,,,,,,,,20.68858077582178,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2003-11-01,5.1,,,,,,,,,,,,,,,,29774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2003-12-01,6.1,,,,,,,,,,,,,,,,29689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2004-01-01,7.8,57.225,,,2276.0,39114.0,1128.0,,,122.88,1572.0,5135.0,9311.0,1616222.0,,1634.0,29568,576.0,164.0,28071.0,,12.7,,,,357.3,,12347.0,56870.0,,276.4,20.358332012050106,,,,,,9.0,979.0,,10.5,36789.0,41586.0,,2016.0,3902.0,6368.0,,9.1,16.3,6.9,11.2,,651.0,1307.0,7.0,14.0,OTTER TAIL
2004-02-01,7.1,,,,,,,,,,,,,,,,29095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2004-03-01,7.4,,,,,,,,,,,,,,,,29418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2004-04-01,5.2,,,,,,,,,,,,,,,1676.0,29891,,,,,,,,,,,,,,,19.770368040264234,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2004-05-01,4.1,,,,,,,,,,,,,,,,30314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2004-06-01,4.6,,,,,,,,,,,,,,,,31046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2004-07-01,4.3,,,,,,,,,,,,,,,1681.0,30511,,,,,,,,,,,,,,,19.87628194693147,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2004-08-01,4.3,,,,,,,,,,,,,,,,30254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2004-09-01,4.3,,,,,,,,,,,,,,,,29935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2004-10-01,3.7,,,,,,,,,,,,,,,1692.0,29233,,,,,,,,,,,,,,,19.926075268817204,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2004-11-01,4.4,,,,,,,,,,,,,,,,29252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2004-12-01,5.7,,,,,,,,,,,,,,,,29148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2005-01-01,7.0,56.951,,,2380.0,40446.0,1370.0,,,134.19,1735.0,6095.0,9193.0,1609719.0,,1620.0,28932,607.0,131.0,28034.0,,14.3,,,,395.1,,12129.0,56114.0,,292.4,19.385699899295066,,,,,,10.9,1141.0,,12.4,38861.0,42032.0,,2100.0,5126.0,7065.0,,11.3,17.3,9.1,12.6,,876.0,1406.0,9.5,15.3,OTTER TAIL
2005-02-01,6.9,,,,,,,,,,,,,,,,28978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2005-03-01,6.6,,,,,,,,,,,,,,,,29065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2005-04-01,5.0,,,,,,,,,,,,,,,1703.0,29000,,,,,,,,,,,,,,,18.951950443663147,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2005-05-01,3.9,,,,,,,,,,,,,,,,29770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2005-06-01,4.2,,,,,,,,,,,,,,,,30404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2005-07-01,3.8,,,,,,,,,,,,,,,1750.0,30225,,,,,,,,,,,,,,,19.58053691275168,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2005-08-01,3.7,,,,,,,,,,,,,,,,30241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2005-09-01,3.9,,,,,,,,,,,,,,,,29819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2005-10-01,3.5,,,,,,,,,,,,,,,1791.0,29435,,,,,,,,,,,,,,,19.86174338222897,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2005-11-01,4.3,,,,,,,,,,,,,,,,29472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2005-12-01,5.4,,,,,,,,,,,,,,,,29251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2006-01-01,6.7,57.13,,,2547.0,40374.0,1581.0,,,143.89,1957.0,6781.0,9072.0,1646134.0,,1749.0,29059,490.0,120.0,28513.0,,16.3,,,,370.4,,12034.0,56511.0,,268.8,20.041145208297614,,,,,,12.0,1209.0,,13.3,38729.0,42020.0,,2332.0,5678.0,7883.0,,13.1,19.4,10.0,13.9,,956.0,1462.0,10.5,16.1,OTTER TAIL
2006-02-01,6.9,,,,,,,,,,,,,,,,29288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2006-03-01,6.4,,,,,,,,,,,,,,,,29266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2006-04-01,5.0,,,,,,,,,,,,,,,1748.0,28978,,,,,,,,,,,,,,,19.398907103825135,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2006-05-01,3.7,,,,,,,,,,,,,,,,29226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2006-06-01,4.0,,,,,,,,,,,,,,,,29757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2006-07-01,3.9,,,,,,,,,,,,,,,1716.0,29623,,,,,,,,,,,,,,,19.855291940097594,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2006-08-01,3.9,,,,,,,,,,,,,,,,29565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2006-09-01,4.0,,,,,,,,,,,,,,,,29135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2006-10-01,3.6,,,,,,,,,,,,,,,1739.0,28847,,,,,,,,,,,,,,,20.2233676975945,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2006-11-01,4.5,,,,,,,,,,,,,,,,28643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2006-12-01,5.8,,,,,,,,,,,,,,,,28536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2007-01-01,7.4,56.998999999999995,,,2651.0,40721.0,1390.0,,,147.49,1797.0,6299.0,8807.0,1744196.0,,1689.0,28511,533.0,70.0,30241.0,,15.2,,,,371.6,,11851.0,55771.0,,262.9,19.909894299081614,,,,,,11.3,1137.0,,12.9,38714.0,42728.0,,2204.0,5289.0,7309.0,,11.7,18.6,9.5,13.1,,864.0,1410.0,9.8,16.0,OTTER TAIL
2007-02-01,7.2,,,,,,,,,,,,,,,,28642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2007-03-01,6.9,,,,,,,,,,,,,,,,28908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2007-04-01,6.0,,,,,,,,,,,,,,,1728.0,29173,,,,,,,,,,,,,,,19.84628522630231,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2007-05-01,4.3,,,,,,,,,,,,,,,,29666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2007-06-01,4.4,,,,,,,,,,,,,,,,30332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2007-07-01,4.3,,,,,,,,,,,,,,,1745.0,30246,,,,,,,,,,,,,,,20.037517053206006,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2007-08-01,4.3,,,,,,,,,,,,,,,,29825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2007-09-01,4.3,,,,,,,,,,,,,,,,29398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2007-10-01,4.0,,,,,,,,,,,,,,,1754.0,29255,,,,,,,,,,,,,,,21.021746634449435,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2007-11-01,4.3,,,,,,,,,,,,,,,,28950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2007-12-01,6.1,,,,,,,,,,,,,,,,28954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2008-01-01,7.7,56.925,,,3009.0,42873.0,1435.0,,,148.26,1798.0,6953.0,8459.0,1946653.0,,1714.0,29004,489.0,49.0,33743.0,,15.6,,,,321.7,,11543.0,55548.0,,239.8,20.72104229876852,67.88999986648561,,,,,12.5,1087.0,,12.9,40462.0,45283.0,,2161.0,5823.0,8083.0,,12.4,18.7,10.5,14.6,,835.0,1339.0,9.9,15.8,OTTER TAIL
2008-02-01,7.3,,,,,,,,,,,,,,,,28667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2008-03-01,7.1,,,,,,,,,,,,,,,,29069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2008-04-01,6.2,,,,,,,,,,,,,,,1722.0,29423,,,,,,,,,,,,,,,19.953430055525704,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2008-05-01,4.9,,,,,,,,,,,,,,,,30220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2008-06-01,5.1,,,,,,,,,,,,,,,,30860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2008-07-01,5.2,,,,,,,,,,,,,,,1749.0,30496,,,,,,,,,,,,,,,20.13802866749248,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2008-08-01,5.2,,,,,,,,,,,,,,,,29983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2008-09-01,5.1,,,,,,,,,,,,,,,,29574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2008-10-01,4.9,,,,,,,,,,,,,,,1751.0,29517,,,,,,,,,,,,,,,21.17333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2008-11-01,6.7,,,,,,,,,,,,,,,,29581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2008-12-01,8.0,,,,,,,,,,,,,,,,29320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2009-01-01,9.9,56.486999999999995,45.1,54518.0,3821.0,42011.0,1554.0,,297.0,146.45,1953.0,7077.0,8596.0,1913969.0,5.1923076923076925,1660.0,29512,442.0,40.0,33383.0,50.568650645169924,16.6,,,83.58453827570042,426.8,,11787.0,55328.0,18.997947341412388,307.5,20.724822436714625,55.1299999952316,,,291.0,1151.0,12.8,1264.0,327.0,14.7,39519.0,44502.0,289.0,2353.0,5947.0,8208.0,28.15625,13.2,20.0,10.7,14.8,30.3,994.0,1534.0,11.6,17.8,OTTER TAIL
2009-02-01,10.4,,,,,,,,,,,,,,,,29714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2009-03-01,10.3,,,,,,,,,,,,,,,,30019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2009-04-01,8.3,,,,,,,,,,,,,,,1691.0,30117,,,,,,,,,,,,,,,20.65335753176043,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2009-05-01,7.0,,,,,,,,,,,,,,,,30523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2009-06-01,7.3,,,,,,,,,,,,,,,,31575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2009-07-01,7.5,,,,,,,,,,,,,,,1694.0,31159,,,,,,,,,,,,,,,20.79083914832707,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2009-08-01,6.8,,,,,,,,,,,,,,,,31020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2009-09-01,6.7,,,,,,,,,,,,,,,,30039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2009-10-01,6.4,,,,,,,,,,,,,,,1707.0,29724,,,,,,,,,,,,,,,21.997836278398847,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2009-11-01,7.0,,,,,,,,,,,,,,,,29749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2009-12-01,8.0,,,,,,,,,,,,,,,,29585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2010-01-01,9.6,57.293,45.3,54690.0,4674.0,44096.0,1940.0,,0.0,140.44,2348.0,7519.0,8929.0,1992712.0,5.17464424320828,1652.0,29743,363.0,36.0,34787.0,49.00437570815916,19.2,10.95882094148702,30.242237575959376,82.7682262557442,344.2,,12239.0,56235.0,19.227857978930945,232.9,21.60685006376389,47.04999995231629,19.7,88.2,279.0,1458.0,13.4,1492.0,429.0,16.7,41315.0,46877.0,333.0,2756.0,6408.0,8630.0,27.00607902735562,15.9,22.5,11.4,15.4,30.9,1200.0,1784.0,13.4,20.0,OTTER TAIL
2010-02-01,9.5,,,,,,,,,,,,,,,,30402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2010-03-01,9.2,,,,,,,,,,,,,,,,30640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2010-04-01,7.3,,,,,,,,,,,,,,,1653.0,30976,,,,,,,,,,,,,,,20.834088848594746,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2010-05-01,6.3,,,,,,,,,,,,,,,,31452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2010-06-01,6.5,,,,,,,,,,,,,,,,31438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2010-07-01,6.2,,,,,,,,,,,,,,,1662.0,32064,,,,,,,,,,,,,,,20.980176211453745,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2010-08-01,6.1,,,,,,,,,,,,,,,,31410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2010-09-01,5.9,,,,,,,,,,,,,,,,30740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2010-10-01,5.7,,,,,,,,,,,,,,,1666.0,30489,,,,,,,,,,,,,,,21.52377521613833,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2010-11-01,6.4,,,,,,,,,,,,,,,,30609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2010-12-01,7.4,,,,,,,,,,,,,,,,30456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2011-01-01,8.8,57.278999999999996,45.6,54480.0,4933.0,47879.0,1472.0,,-488.0,136.89,1891.0,6434.0,8760.0,2147599.0,6.488678607637715,1664.0,30310,401.0,36.0,37443.0,45.37818667599676,15.7,11.070600016690312,30.325877523665916,82.75449101796406,427.8,,12037.0,56218.0,19.838128792327264,298.1,21.172401237939194,44.979999999981395,21.2,88.8,303.0,1492.0,11.4,1234.0,421.0,14.1,45083.0,50675.0,295.0,2310.0,5353.0,7515.0,25.566393958464445,12.2,19.2,9.5,13.3,32.9,914.0,1554.0,10.5,17.7,OTTER TAIL
2011-02-01,8.6,,,,,,,,,,,,,,,,30393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2011-03-01,8.2,,,,,,,,,,,,,,,,30698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2011-04-01,6.8,,,,,,,,,,,,,,,1685.0,30667,,,,,,,,,,,,,,,20.19632794037448,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2011-05-01,5.7,,,,,,,,,,,,,,,,31549,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2011-06-01,5.9,,,,,,,,,,,,,,,,31925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2011-07-01,6.1,,,,,,,,,,,,,,,1696.0,32212,,,,,,,,,,,,,,,19.503418495861823,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2011-08-01,5.4,,,,,,,,,,,,,,,,31587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2011-09-01,5.2,,,,,,,,,,,,,,,,30497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2011-10-01,4.8,,,,,,,,,,,,,,,1700.0,30304,,,,,,,,,,,,,,,20.49090909090909,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2011-11-01,5.3,,,,,,,,,,,,,,,,30176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2011-12-01,6.1,,,,,,,,,,,,,,,,30356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2012-01-01,7.7,57.22,46.0,54266.0,5074.0,50645.0,1443.0,12.2,-418.0,135.5,1845.0,5892.0,8648.0,2270280.0,8.689655172413794,1678.0,29857,460.0,58.0,39594.0,37.058960376640734,15.5,11.143569210655336,29.38889358465049,82.49092631992991,394.8,,11932.0,56273.0,20.370341248624,276.1,19.603160022046662,46.151999999769004,22.1,90.1,332.0,1518.0,10.5,1202.0,456.0,13.9,49055.0,52235.0,274.0,2247.0,4918.0,6866.0,25.18871020676075,12.1,18.9,8.8,12.2,34.0,908.0,1496.0,10.5,17.3,OTTER TAIL
2012-02-01,7.6,,,,,,,,,,,,,,,,29827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2012-03-01,7.4,,,,,,,,,,,,,,,,30319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2012-04-01,5.4,,,,,,,,,,,,,,,1693.0,30503,,,,,,,,,,,,,,,18.657398939089077,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2012-05-01,4.7,,,,,,,,,,,,,,,,31423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2012-06-01,5.0,,,,,,,,,,,,,,,,31984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2012-07-01,4.9,,,,,,,,,,,,,,,1699.0,32326,,,,,,,,,,,,,,,18.9508077691051,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2012-08-01,4.7,,,,,,,,,,,,,,,,31562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2012-09-01,4.4,,,,,,,,,,,,,,,,30525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2012-10-01,4.4,,,,,,,,,,,,,,,1715.0,30369,,,,,,,,,,,,,,,19.49972612744203,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2012-11-01,4.5,,,,,,,,,,,,,,,,30166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2012-12-01,6.0,,,,,,,,,,,,,,,,30457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2013-01-01,7.8,57.504,46.4,54092.0,4975.0,48157.0,1592.0,11.7,-228.0,138.12,1985.0,6667.0,8784.0,2310997.0,8.866995073891626,1665.0,30133,474.0,67.0,40114.0,43.577067291760386,16.5,11.702671786910695,28.759223136290395,82.68643386621416,458.9,,12027.0,56489.0,20.406047516198704,310.3,18.837931664534988,43.031999999657295,22.4,90.0,328.0,1596.0,11.8,1370.0,590.0,15.6,46126.0,50188.0,227.0,2378.0,5623.0,7711.0,25.111294311624068,13.2,19.8,10.0,13.6,35.0,1074.0,1666.0,12.2,19.0,OTTER TAIL
2013-02-01,7.3,,,,,,,,,,,,,,,,29904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2013-03-01,6.9,,,,,,,,,,,,,,,,30095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2013-04-01,6.0,,,,,,,,,,,,,,,1680.0,30635,,,,,,,,,,,,,,,18.379949146385762,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2013-05-01,4.5,,,,,,,,,,,,,,,,31622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2013-06-01,4.8,,,,,,,,,,,,,,,,32241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2013-07-01,4.5,,,,,,,,,,,,,,,1683.0,32367,,,,,,,,,,,,,,,18.457252307156534,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2013-08-01,4.2,,,,,,,,,,,,,,,,31615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2013-09-01,4.0,,,,,,,,,,,,,,,,30748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2013-10-01,3.8,,,,,,,,,,,,,,,1619.0,30380,,,,,,,,,,,,,,,18.363136176066025,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2013-11-01,4.1,,,,,,,,,,,,,,,,30186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2013-12-01,5.3,,,,,,,,,,,,,,,,30478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2014-01-01,6.7,57.521,46.7,53992.0,4640.0,51510.0,1537.0,11.0,-180.0,140.32,1948.0,6363.0,8771.0,2452124.0,7.1950328707085465,1611.0,30182,388.0,29.0,42528.0,44.10699679432066,16.1,11.783163664839465,27.2555665193702,82.99582872829691,375.8,,12121.0,56570.0,20.671530263106142,244.8,17.83066045869977,37.3259999998845,23.6,90.7,321.0,1643.0,11.2,1333.0,615.0,15.2,49136.0,53884.0,224.0,2359.0,5321.0,7405.0,24.11845258473125,12.7,19.5,9.4,13.0,36.7,1021.0,1645.0,11.6,18.8,OTTER TAIL
2014-02-01,6.7,,,,,,,,,,,,,,,,30135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2014-03-01,6.4,,,,,,,,,,,,,,,,30298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2014-04-01,5.0,,,,,,,,,,,,,,,1634.0,30399,,,,,,,,,,,,,,,17.027863777089784,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2014-05-01,3.8,,,,,,,,,,,,,,,,31144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
2014-06-01,4.0,,,,,,,,,,,,,,,,31878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTTER TAIL
