DATE,MNCASS1URN,EQFXSUBPRIME038017,MNCASS1POP,NDCASS7URN,B080ACS027021,2020RATIO027021,B01002001E027021,B03002003E027021,B03002006E027021,B03002012E027021,B03002005E027021,EQFXSUBPRIME027021,ATNHPIUS27021A,CDC20N2U027021,ENU2702120510,BPPRIV027021,PUAAMN27021A647NCEN,PI27021,PCPI27021,HC01ESTVC1727021,HOWNRATEACS027021,S1101SPHOUSE027021,DMPCRATE027021,FBITC027021,RACEDISPARITY027021,B03002004E027021,CBR27021MNA647NCEN,NETMIGNACS038017,PUAAND38017A647NCEN,USPTOISSUED038017,2020RATIO038017,PUA0T17ND38017A647NCEN,MHICILBND38017A052NCEN,B01002001E038017,B03002012E038017,MHIND38017A052NCEN,CDC20N2U038017,S1701ACS038017,PI38017,PEAAND38017A647NCEN,S1101SPHOUSE038017,NDCASS7POP,DMPCRATE038017,PCPI38017,RACEDISPARITY038017,FBITC038017,HOWNRATEACS038017,NDCASS7LFN,ENU3801720510,ATNHPIUS38017A,B080ACS038017,BPPRIV038017,B14005DCYACS038017,B03002004E038017,CBR38017NDA647NCEN,HC01ESTVC1738017,S1501ACSTOTAL038017,HC01ESTVC1638017,B14005DCYACS027021,DP04ACS027021,MNCASS1LFN,USPTOISSUED027021,CDC20N2UAA027021,MHIMN27021A052NCEN,S1701ACS027021,HC01ESTVC1627021,MHICILBMN27021A052NCEN,MHICIUBMN27021A052NCEN,PUA0T17MN27021A647NCEN,PUA5T17RMN27021A647NCEN,NETMIGNACS027021,PEAAMN27021A647NCEN,PPAAMN27021A156NCEN,PECILBAAMN27021A647NCEN,PECIUBAAMN27021A647NCEN,PPCILBAAMN27021A156NCEN,PPCIUBAAMN27021A156NCEN,S1501ACSTOTAL027021,PE5T17MN27021A647NCEN,PP5T17MN27021A156NCEN,PECILB5T17MN27021A647NCEN,PECIUB5T17MN27021A647NCEN,PPCILB5T17MN27021A156NCEN,PEU18MN27021A647NCEN,PPU18MN27021A156NCEN,PECILBU18MN27021A647NCEN,PECIUBU18MN27021A647NCEN,PPCILBU18MN27021A156NCEN,PPCIUB5T17MN27021A156NCEN,PPCIUBU18MN27021A156NCEN,PUA5T17RND38017A647NCEN,MHICIUBND38017A052NCEN,DP04ACS038017,PPAAND38017A156NCEN,PECILBAAND38017A647NCEN,PECIUBAAND38017A647NCEN,PPCILBAAND38017A156NCEN,CDC20N2UAA038017,PPCIUBAAND38017A156NCEN,MWACL38017,PE5T17ND38017A647NCEN,PP5T17ND38017A156NCEN,PECILB5T17ND38017A647NCEN,PECIUB5T17ND38017A647NCEN,PPCILB5T17ND38017A156NCEN,PPCIUB5T17ND38017A156NCEN,PPU18ND38017A156NCEN,PECILBU18ND38017A647NCEN,PECIUBU18ND38017A647NCEN,PPCILBU18ND38017A156NCEN,PPCIUBU18ND38017A156NCEN,B03002005E038017,B03002003E038017,B03002006E038017,PEU18ND38017A647NCEN,county
1997-03-01,10.5,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,72748,,,,,,,,,,,,,11470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
1997-04-01,8.6,,,1.9,,,,,,,,,,,691.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73133,4376.0,,,,,,,,,,,,11581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
1997-05-01,5.7,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72846,,,,,,,,,,,,,12005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
1997-06-01,6.1,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73737,,,,,,,,,,,,,12625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
1997-07-01,5.8,,,1.5,,,,,,,,,,,733.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,73886,4409.0,,,,,,,,,,,,12539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
1997-08-01,6.0,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74335,,,,,,,,,,,,,12413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
1997-09-01,5.5,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72782,,,,,,,,,,,,,12110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
1997-10-01,4.7,,,0.8,,,,,,,,,,,729.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73818,4426.0,,,,,,,,,,,,11857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
1997-11-01,6.6,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,73604,,,,,,,,,,,,,11607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
1997-12-01,7.2,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,73652,,,,,,,,,,,,,11468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
1998-01-01,9.5,,25.961,1.6,,,,,,,,,87.73,,712.0,320.0,27006.0,571093.0,21998.0,,,,,,,,1748.0,,117151.0,,,27832.0,37294.0,,,39924.0,,,3236772.0,10501.0,,119.973,,26979.0,,,,73569,4386.0,94.73,,762.0,,,3860.0,,,,,,11606,,,29260.0,,,26187.0,32316.0,7421.0,5670.0,,4435.0,16.4,3369.0,5501.0,12.5,20.4,,1159.0,20.4,750.0,1568.0,13.2,1789.0,24.1,1251.0,2328.0,16.9,27.7,31.4,20104.0,42540.0,,9.0,8277.0,12725.0,7.1,,10.9,,1871.0,9.3,1317.0,2425.0,6.6,12.1,12.0,2511.0,4193.0,9.0,15.1,,,,3352.0,CASS
1998-02-01,8.5,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,74304,,,,,,,,,,,,,11486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
1998-03-01,8.6,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74489,,,,,,,,,,,,,11541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
1998-04-01,5.8,,,1.3,,,,,,,,,,,731.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74273,4489.0,,,,,,,,,,,,11770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
1998-05-01,3.9,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73963,,,,,,,,,,,,,12274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
1998-06-01,5.1,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,75496,,,,,,,,,,,,,12900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
1998-07-01,4.2,,,1.2,,,,,,,,,,,731.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75444,4530.0,,,,,,,,,,,,12730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
1998-08-01,4.3,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75407,,,,,,,,,,,,,12660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
1998-09-01,3.7,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73939,,,,,,,,,,,,,12453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
1998-10-01,4.2,,,1.1,,,,,,,,,,,726.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,73911,4515.0,,,,,,,,,,,,12137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
1998-11-01,6.5,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,73427,,,,,,,,,,,,,12024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
1998-12-01,7.0,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,73175,,,,,,,,,,,,,11791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
1999-01-01,8.4,31.861710761240055,26.671,2.3,,,,,,,,27.045579352004395,90.07,531.1,723.0,514.0,27161.0,608295.0,22807.0,,,,,,,,1646.0,,120935.0,2.0,,28639.0,36508.0,,,38747.0,266.9,,3442413.0,10851.0,,121.921,,28235.0,,,,72438,4476.0,96.73,,612.0,,,3817.0,,,,,,12031,,388.0,33133.0,,,30900.0,35527.0,6682.0,5199.0,,3639.0,13.4,2664.0,4614.0,9.8,17.0,,936.0,18.0,560.0,1312.0,10.8,1143.0,17.1,737.0,1548.0,11.0,25.2,23.2,19848.0,41124.0,,9.0,8391.0,13311.0,6.9,328.7,11.0,,1791.0,9.0,1235.0,2347.0,6.2,11.8,11.6,2458.0,4179.0,8.6,14.6,,,,3319.0,CASS
1999-02-01,8.2,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72986,,,,,,,,,,,,,11983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
1999-03-01,7.9,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,72888,,,,,,,,,,,,,12004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
1999-04-01,5.9,32.6160501358771,,1.7,,,,,,,,27.36779205258441,,,739.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73378,4532.0,,,,,,,,,,,,12305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
1999-05-01,4.7,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,72751,,,,,,,,,,,,,12749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
1999-06-01,5.7,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,74076,,,,,,,,,,,,,13567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
1999-07-01,5.3,30.969148222669354,,2.0,,,,,,,,26.17470829391359,,,745.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,73980,4543.0,,,,,,,,,,,,12518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
1999-08-01,4.7,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,72817,,,,,,,,,,,,,12305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
1999-09-01,4.5,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,72812,,,,,,,,,,,,,12103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
1999-10-01,3.4,30.644793802688543,,1.1,,,,,,,,27.43150684931507,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73382,4558.0,,,,,,,,,,,,12978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
1999-11-01,5.6,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,73001,,,,,,,,,,,,,13203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
1999-12-01,6.8,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,72676,,,,,,,,,,,,,13294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2000-01-01,7.9,31.347401767921923,27.298000000000002,3.0,,,,,,,,27.63021731631597,100.0,545.1,752.0,385.0,27527.0,681492.0,24970.0,,,,,,,,1713.0,,121857.0,,,27605.0,38082.0,,,40564.0,240.4,,3808377.0,9513.0,,123.585,,30797.0,,,,73899,4563.0,100.0,,519.0,,,4605.0,,,,,,12801,,402.3,35295.0,,,32645.0,38159.0,6523.0,4989.0,,3372.0,12.3,2587.0,4157.0,9.4,15.1,,837.0,16.8,565.0,1109.0,11.3,1277.0,19.6,932.0,1622.0,14.3,22.2,24.9,19660.0,43209.0,,7.8,7536.0,11489.0,6.2,291.9,9.4,,1310.0,6.7,950.0,1670.0,4.8,8.5,8.9,1901.0,3031.0,6.9,11.0,,,,2466.0,CASS
2000-02-01,7.6,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73947,,,,,,,,,,,,,12777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2000-03-01,7.2,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,74622,,,,,,,,,,,,,12863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2000-04-01,5.2,31.64279524950303,,2.2,,,,,,,,26.97368421052632,,,768.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,74841,4597.0,,,,,,,,,,,,13150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2000-05-01,4.2,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74118,,,,,,,,,,,,,13675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2000-06-01,4.6,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,75759,,,,,,,,,,,,,14281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2000-07-01,4.3,31.497268875389253,,1.9,,,,,,,,27.581379068953446,,,771.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76361,4628.0,,,,,,,,,,,,14049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2000-08-01,4.3,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,76495,,,,,,,,,,,,,13869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2000-09-01,3.9,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,75947,,,,,,,,,,,,,13736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2000-10-01,4.0,29.227090805135408,,1.5,,,,,,,,26.506024096385545,,,776.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,76100,4664.0,,,,,,,,,,,,13395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2000-11-01,6.3,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,75770,,,,,,,,,,,,,13285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2000-12-01,7.1,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76349,,,,,,,,,,,,,13146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2001-01-01,8.7,28.225087646324802,27.61,2.4,,,,,,,,26.525974025974026,107.67,661.2,765.0,469.0,27765.0,691693.0,25073.0,,,,,,,,1701.0,,122983.0,2.0,,28142.0,38620.0,,,40999.0,266.9,,3760137.0,10596.0,,124.992,,29956.0,,,,75647,4695.0,105.03,,639.0,,,5118.0,,,,,,13219,2.0,518.1,34595.0,,,32217.0,37148.0,6374.0,4888.0,,3439.0,12.4,2628.0,4250.0,9.5,15.3,,894.0,18.3,583.0,1205.0,11.9,1284.0,20.1,910.0,1658.0,14.3,24.6,26.0,19925.0,43526.0,,8.6,8357.0,12834.0,6.8,327.4,10.4,,1633.0,8.2,1138.0,2128.0,5.7,10.7,9.9,2097.0,3503.0,7.4,12.4,,,,2800.0,CASS
2001-02-01,8.2,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,75775,,,,,,,,,,,,,13146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2001-03-01,8.2,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,75908,,,,,,,,,,,,,13317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2001-04-01,6.4,27.757352941176467,,2.2,,,,,,,,25.72736188296829,,,775.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75598,4694.0,,,,,,,,,,,,13467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2001-05-01,4.3,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75628,,,,,,,,,,,,,14267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2001-06-01,4.7,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,77206,,,,,,,,,,,,,14332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2001-07-01,4.0,27.901379130887328,,1.8,,,,,,,,26.27230667547918,,,774.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77797,4701.0,,,,,,,,,,,,14247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2001-08-01,4.1,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,77386,,,,,,,,,,,,,14035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2001-09-01,3.8,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76406,,,,,,,,,,,,,13875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2001-10-01,3.8,27.30498873950727,,1.8,,,,,,,,26.387536514118796,,,770.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,75461,4723.0,,,,,,,,,,,,13770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2001-11-01,5.8,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,75036,,,,,,,,,,,,,13609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2001-12-01,7.1,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,74793,,,,,,,,,,,,,13522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2002-01-01,8.8,27.261995694743423,27.889,3.2,,,,,,,,25.850785340314136,115.84,484.4,784.0,660.0,28195.0,734679.0,26377.0,,,,,,,,1832.0,,125239.0,4.0,,28602.0,39296.0,,,41729.0,258.8,,3946636.0,10621.0,,126.137,,31047.0,,,,74052,4760.0,109.96,,820.0,,,5346.0,,,,,,13392,,372.4,36068.0,,,33590.0,38729.0,6238.0,4717.0,,3277.0,11.6,2476.0,4079.0,8.8,14.5,,825.0,17.5,552.0,1098.0,11.7,1099.0,17.6,780.0,1417.0,12.5,23.3,22.7,20218.0,44313.0,,8.5,8297.0,12944.0,6.6,317.5,10.3,,1637.0,8.1,1157.0,2117.0,5.7,10.5,9.8,2106.0,3512.0,7.4,12.3,,,,2809.0,CASS
2002-02-01,8.5,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,74899,,,,,,,,,,,,,13385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2002-03-01,8.5,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,74651,,,,,,,,,,,,,13573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2002-04-01,7.0,26.60563281850584,,3.2,,,,,,,,26.051516139550053,,,793.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,75288,4831.0,,,,,,,,,,,,13742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2002-05-01,4.4,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,75170,,,,,,,,,,,,,14164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2002-06-01,4.8,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76595,,,,,,,,,,,,,14779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2002-07-01,4.5,26.66526581214541,,2.6,,,,,,,,25.55994729907773,,,792.0,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,78076,4858.0,,,,,,,,,,,,14731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2002-08-01,4.2,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,78364,,,,,,,,,,,,,14544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2002-09-01,4.1,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,76985,,,,,,,,,,,,,14238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2002-10-01,4.1,26.72,,2.6,,,,,,,,25.89667653833498,,,784.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,76522,4894.0,,,,,,,,,,,,13872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2002-11-01,6.6,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,75584,,,,,,,,,,,,,13738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2002-12-01,7.8,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75602,,,,,,,,,,,,,13669,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2003-01-01,9.8,26.091283947106493,28.039,3.9,,,,,,,,26.380984265148978,122.76,520.6,797.0,544.0,28449.0,799925.0,28565.0,,,,,,,,2019.0,,126623.0,2.0,,27572.0,41095.0,,,43464.0,255.0,,4109212.0,10957.0,,127.883,,31767.0,,,,75491,4925.0,114.89,,1100.0,,,5705.0,,,,,,13597,,402.4,37833.0,,,35441.0,40385.0,6225.0,4612.0,,3339.0,11.7,2527.0,4151.0,8.9,14.6,,744.0,16.1,504.0,984.0,10.9,1191.0,19.1,855.0,1526.0,13.7,21.3,24.5,19310.0,45968.0,,8.7,8560.0,13354.0,6.8,313.0,10.5,,1547.0,8.0,1097.0,1997.0,5.7,10.3,9.8,2025.0,3400.0,7.3,12.3,,,,2712.0,CASS
2003-02-01,9.4,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75477,,,,,,,,,,,,,13510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2003-03-01,9.0,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,75383,,,,,,,,,,,,,13539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2003-04-01,7.4,25.6467626905328,,3.2,,,,,,,,26.06382978723405,,,813.0,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,76197,4974.0,,,,,,,,,,,,13856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2003-05-01,5.0,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,76334,,,,,,,,,,,,,14278,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2003-06-01,6.0,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,78332,,,,,,,,,,,,,15005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2003-07-01,5.9,25.994621802385716,,2.6,,,,,,,,25.302782324058924,,,824.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79453,5016.0,,,,,,,,,,,,14933,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
